audit_id,customer_id,operation,field_name,old_value,new_value,changed_by,change_timestamp
873,CUST100845,INSERT,email,OLD,NEW,batch_job,2025-05-20
874,CUST100731,DELETE,risk_segment,OLD,NEW,batch_job,2025-03-29
875,CUST100163,UPDATE,risk_segment,OLD,NEW,batch_job,2025-03-22
876,CUST100871,DELETE,email,OLD,NEW,batch_job,2025-05-18
877,CUST100250,MERGE,city,OLD,NEW,batch_job,2025-05-16
878,CUST100110,UPDATE,mobile_number,OLD,NEW,mobile_app,2025-06-26
879,CUST100184,UPDATE,city,OLD,NEW,crm_user,2025-01-04
880,CUST100533,MERGE,risk_segment,OLD,NEW,batch_job,2025-06-06
881,CUST100898,UPDATE,email,OLD,NEW,crm_user,2025-03-05
882,CUST100700,DELETE,risk_segment,OLD,NEW,batch_job,2025-06-26
883,CUST100429,DELETE,kyc_status,OLD,NEW,mobile_app,2025-06-14
884,CUST100291,INSERT,kyc_status,OLD,NEW,batch_job,2025-06-27
885,CUST100802,DELETE,risk_segment,OLD,NEW,batch_job,2025-01-18
886,CUST100030,INSERT,email,OLD,NEW,batch_job,2025-02-06
887,CUST100232,MERGE,kyc_status,OLD,NEW,mobile_app,2025-03-12
888,CUST100922,UPDATE,risk_segment,OLD,NEW,crm_user,2025-03-19
889,CUST100809,MERGE,city,OLD,NEW,crm_user,2025-01-25
890,CUST100944,DELETE,email,OLD,NEW,batch_job,2025-01-08
891,CUST100795,UPDATE,risk_segment,OLD,NEW,batch_job,2025-03-31
892,CUST100688,DELETE,kyc_status,OLD,NEW,batch_job,2025-02-18
893,CUST100149,INSERT,city,OLD,NEW,mobile_app,2025-06-19
894,CUST100639,DELETE,city,OLD,NEW,batch_job,2025-02-06
895,CUST100986,INSERT,risk_segment,OLD,NEW,crm_user,2025-03-07
896,CUST100183,UPDATE,risk_segment,OLD,NEW,batch_job,2025-03-17
897,CUST100031,DELETE,city,OLD,NEW,crm_user,2025-04-04
898,CUST100362,UPDATE,email,OLD,NEW,mobile_app,2025-03-06
899,CUST100759,DELETE,city,OLD,NEW,mobile_app,2025-06-19
900,CUST100229,UPDATE,city,OLD,NEW,crm_user,2025-04-08
901,CUST100062,UPDATE,city,OLD,NEW,batch_job,2025-04-09
902,CUST100749,UPDATE,mobile_number,OLD,NEW,crm_user,2025-01-02
903,CUST100104,INSERT,mobile_number,OLD,NEW,crm_user,2025-03-02
904,CUST100578,INSERT,mobile_number,OLD,NEW,crm_user,2025-05-05
905,CUST100238,INSERT,mobile_number,OLD,NEW,mobile_app,2025-05-06
906,CUST100192,MERGE,risk_segment,OLD,NEW,crm_user,2025-05-03
907,CUST100356,UPDATE,mobile_number,OLD,NEW,crm_user,2025-01-16
908,CUST100243,UPDATE,risk_segment,OLD,NEW,crm_user,2025-04-03
909,CUST100910,MERGE,city,OLD,NEW,crm_user,2025-05-23
910,CUST100118,INSERT,kyc_status,OLD,NEW,batch_job,2025-05-04
911,CUST100443,MERGE,risk_segment,OLD,NEW,batch_job,2025-04-21
912,CUST100115,UPDATE,kyc_status,OLD,NEW,batch_job,2025-05-11
913,CUST100648,UPDATE,risk_segment,OLD,NEW,batch_job,2025-05-03
914,CUST100544,MERGE,mobile_number,OLD,NEW,mobile_app,2025-02-03
915,CUST100153,MERGE,email,OLD,NEW,batch_job,2025-02-22
916,CUST100575,DELETE,risk_segment,OLD,NEW,batch_job,2025-06-30
917,CUST100973,MERGE,email,OLD,NEW,batch_job,2025-05-11
918,CUST100023,INSERT,mobile_number,OLD,NEW,mobile_app,2025-01-09
919,CUST100480,MERGE,kyc_status,OLD,NEW,batch_job,2025-06-16
920,CUST100747,UPDATE,mobile_number,OLD,NEW,crm_user,2025-01-11
921,CUST100754,UPDATE,city,OLD,NEW,batch_job,2025-06-03
922,CUST100939,INSERT,mobile_number,OLD,NEW,batch_job,2025-01-10
923,CUST100585,MERGE,city,OLD,NEW,batch_job,2025-03-19
924,CUST100644,UPDATE,risk_segment,OLD,NEW,crm_user,2025-01-07
925,CUST100339,INSERT,email,OLD,NEW,crm_user,2025-03-01
926,CUST100135,MERGE,email,OLD,NEW,mobile_app,2025-05-06
927,CUST100435,UPDATE,city,OLD,NEW,crm_user,2025-02-21
928,CUST100635,MERGE,email,OLD,NEW,batch_job,2025-03-24
929,CUST100066,MERGE,city,OLD,NEW,crm_user,2025-04-16
930,CUST100048,DELETE,city,OLD,NEW,batch_job,2025-01-01
931,CUST100318,DELETE,kyc_status,OLD,NEW,crm_user,2025-05-02
932,CUST100792,UPDATE,email,OLD,NEW,batch_job,2025-05-24
933,CUST100247,DELETE,mobile_number,OLD,NEW,batch_job,2025-02-05
934,CUST100278,DELETE,risk_segment,OLD,NEW,batch_job,2025-03-01
935,CUST100866,UPDATE,risk_segment,OLD,NEW,mobile_app,2025-04-26
936,CUST100838,DELETE,kyc_status,OLD,NEW,mobile_app,2025-02-27
937,CUST100309,DELETE,mobile_number,OLD,NEW,batch_job,2025-01-14
938,CUST100893,INSERT,risk_segment,OLD,NEW,crm_user,2025-01-19
939,CUST100592,UPDATE,city,OLD,NEW,crm_user,2025-01-19
940,CUST100772,DELETE,kyc_status,OLD,NEW,mobile_app,2025-01-30
941,CUST100914,UPDATE,mobile_number,OLD,NEW,mobile_app,2025-05-16
942,CUST100757,UPDATE,mobile_number,OLD,NEW,batch_job,2025-06-01
943,CUST100519,MERGE,city,OLD,NEW,mobile_app,2025-03-07
944,CUST100485,MERGE,email,OLD,NEW,mobile_app,2025-03-07
945,CUST100151,INSERT,kyc_status,OLD,NEW,mobile_app,2025-05-01
946,CUST100435,DELETE,risk_segment,OLD,NEW,crm_user,2025-05-02
947,CUST100697,UPDATE,mobile_number,OLD,NEW,crm_user,2025-03-01
948,CUST100882,INSERT,city,OLD,NEW,mobile_app,2025-04-15
949,CUST100822,UPDATE,city,OLD,NEW,crm_user,2025-04-03
950,CUST100779,MERGE,email,OLD,NEW,batch_job,2025-02-26
951,CUST100441,DELETE,risk_segment,OLD,NEW,batch_job,2025-05-11
952,CUST100279,MERGE,kyc_status,OLD,NEW,crm_user,2025-06-15
953,CUST100160,MERGE,kyc_status,OLD,NEW,crm_user,2025-03-27
954,CUST100729,DELETE,mobile_number,OLD,NEW,crm_user,2025-02-14
955,CUST100987,INSERT,city,OLD,NEW,crm_user,2025-04-05
956,CUST100240,DELETE,kyc_status,OLD,NEW,mobile_app,2025-02-22
957,CUST100510,UPDATE,email,OLD,NEW,crm_user,2025-06-16
958,CUST100524,UPDATE,risk_segment,OLD,NEW,mobile_app,2025-04-27
959,CUST100094,UPDATE,risk_segment,OLD,NEW,mobile_app,2025-05-17
960,CUST100845,DELETE,risk_segment,OLD,NEW,batch_job,2025-01-02
961,CUST100355,INSERT,city,OLD,NEW,batch_job,2025-02-14
962,CUST100471,UPDATE,email,OLD,NEW,mobile_app,2025-03-02
963,CUST100040,INSERT,risk_segment,OLD,NEW,batch_job,2025-01-23
964,CUST100407,UPDATE,mobile_number,OLD,NEW,crm_user,2025-01-19
965,CUST100715,DELETE,email,OLD,NEW,crm_user,2025-05-03
966,CUST100530,DELETE,risk_segment,OLD,NEW,batch_job,2025-03-09
967,CUST100333,DELETE,risk_segment,OLD,NEW,batch_job,2025-06-09
968,CUST100108,DELETE,city,OLD,NEW,mobile_app,2025-03-26
969,CUST100700,MERGE,city,OLD,NEW,batch_job,2025-06-04
970,CUST100105,UPDATE,mobile_number,OLD,NEW,crm_user,2025-03-17
971,CUST100035,UPDATE,email,OLD,NEW,batch_job,2025-05-01
972,CUST100193,INSERT,kyc_status,OLD,NEW,batch_job,2025-02-18
973,CUST100927,MERGE,city,OLD,NEW,mobile_app,2025-01-24
974,CUST100967,MERGE,city,OLD,NEW,batch_job,2025-02-19
975,CUST100442,INSERT,mobile_number,OLD,NEW,batch_job,2025-03-08
976,CUST101027,MERGE,kyc_status,OLD,NEW,mobile_app,2025-03-26
977,CUST100117,INSERT,city,OLD,NEW,mobile_app,2025-01-07
978,CUST100453,DELETE,city,OLD,NEW,mobile_app,2025-06-26
979,CUST100931,UPDATE,city,OLD,NEW,batch_job,2025-03-21
980,CUST100535,UPDATE,city,OLD,NEW,batch_job,2025-02-27
981,CUST100949,DELETE,email,OLD,NEW,crm_user,2025-03-22
982,CUST100628,INSERT,kyc_status,OLD,NEW,crm_user,2025-01-23
983,CUST100602,INSERT,email,OLD,NEW,mobile_app,2025-03-02
984,CUST100310,UPDATE,city,OLD,NEW,crm_user,2025-01-08
985,CUST100405,DELETE,risk_segment,OLD,NEW,mobile_app,2025-05-14
986,CUST100744,MERGE,kyc_status,OLD,NEW,crm_user,2025-01-20
987,CUST100218,INSERT,kyc_status,OLD,NEW,crm_user,2025-04-22
988,CUST100991,INSERT,email,OLD,NEW,mobile_app,2025-05-12
989,CUST100455,MERGE,email,OLD,NEW,crm_user,2025-04-18
990,CUST100762,MERGE,email,OLD,NEW,mobile_app,2025-01-14
991,CUST100215,MERGE,risk_segment,OLD,NEW,mobile_app,2025-03-13
992,CUST100273,INSERT,kyc_status,OLD,NEW,batch_job,2025-01-17
993,CUST100955,INSERT,email,OLD,NEW,mobile_app,2025-01-18
994,CUST100698,MERGE,kyc_status,OLD,NEW,batch_job,2025-02-07
995,CUST100807,INSERT,risk_segment,OLD,NEW,batch_job,2025-03-15
996,CUST100277,INSERT,risk_segment,OLD,NEW,crm_user,2025-02-11
997,CUST100833,UPDATE,city,OLD,NEW,batch_job,2025-04-10
998,CUST100873,DELETE,email,OLD,NEW,batch_job,2025-03-04
999,CUST100939,INSERT,risk_segment,OLD,NEW,crm_user,2025-04-09
1000,CUST100969,UPDATE,city,OLD,NEW,mobile_app,2025-03-15
1001,CUST100953,MERGE,city,OLD,NEW,mobile_app,2025-02-03
1002,CUST100397,MERGE,risk_segment,OLD,NEW,mobile_app,2025-03-28
1003,CUST100508,INSERT,email,OLD,NEW,mobile_app,2025-05-01
1004,CUST100305,DELETE,email,OLD,NEW,batch_job,2025-03-29
1005,CUST100385,MERGE,risk_segment,OLD,NEW,batch_job,2025-03-01
1006,CUST100705,INSERT,email,OLD,NEW,mobile_app,2025-01-11
1007,CUST100077,DELETE,city,OLD,NEW,crm_user,2025-03-10
1008,CUST100750,DELETE,email,OLD,NEW,mobile_app,2025-04-01
1009,CUST100808,MERGE,email,OLD,NEW,batch_job,2025-02-28
1010,CUST100026,MERGE,kyc_status,OLD,NEW,batch_job,2025-06-14
1011,CUST100107,UPDATE,city,OLD,NEW,crm_user,2025-03-06
1012,CUST101034,DELETE,mobile_number,OLD,NEW,crm_user,2025-03-20
1013,CUST100274,UPDATE,kyc_status,OLD,NEW,mobile_app,2025-03-28
1014,CUST100113,DELETE,city,OLD,NEW,crm_user,2025-02-05
1015,CUST100099,MERGE,email,OLD,NEW,crm_user,2025-04-29
1016,CUST100439,DELETE,email,OLD,NEW,batch_job,2025-01-17
1017,CUST100206,INSERT,email,OLD,NEW,batch_job,2025-01-07
1018,CUST100466,DELETE,risk_segment,OLD,NEW,mobile_app,2025-01-18
1019,CUST101020,INSERT,city,OLD,NEW,crm_user,2025-06-13
1020,CUST100823,DELETE,mobile_number,OLD,NEW,crm_user,2025-03-21
1021,CUST100964,DELETE,email,OLD,NEW,mobile_app,2025-03-21
1022,CUST100722,INSERT,kyc_status,OLD,NEW,mobile_app,2025-05-13
1023,CUST100141,MERGE,mobile_number,OLD,NEW,crm_user,2025-01-04
1024,CUST100466,UPDATE,city,OLD,NEW,crm_user,2025-05-19
1025,CUST100744,INSERT,kyc_status,OLD,NEW,batch_job,2025-04-29
1026,CUST100886,INSERT,city,OLD,NEW,crm_user,2025-01-24
1027,CUST100377,DELETE,kyc_status,OLD,NEW,mobile_app,2025-04-02
1028,CUST100208,UPDATE,kyc_status,OLD,NEW,batch_job,2025-02-26
1029,CUST100752,MERGE,city,OLD,NEW,crm_user,2025-06-13
1030,CUST100158,MERGE,city,OLD,NEW,crm_user,2025-03-19
1031,CUST100674,UPDATE,mobile_number,OLD,NEW,mobile_app,2025-05-09
1032,CUST100023,UPDATE,kyc_status,OLD,NEW,crm_user,2025-05-24
1033,CUST100337,UPDATE,risk_segment,OLD,NEW,mobile_app,2025-05-22
1034,CUST100232,DELETE,risk_segment,OLD,NEW,batch_job,2025-02-23
1035,CUST101035,INSERT,kyc_status,OLD,NEW,mobile_app,2025-02-25
1036,CUST101047,MERGE,city,OLD,NEW,mobile_app,2025-02-24
1037,CUST100295,UPDATE,mobile_number,OLD,NEW,batch_job,2025-04-19
1038,CUST100280,DELETE,kyc_status,OLD,NEW,crm_user,2025-03-01
1039,CUST100861,UPDATE,kyc_status,OLD,NEW,mobile_app,2025-04-30
1040,CUST100111,INSERT,risk_segment,OLD,NEW,crm_user,2025-02-12
1041,CUST100486,DELETE,city,OLD,NEW,mobile_app,2025-02-14
1042,CUST100476,UPDATE,city,OLD,NEW,mobile_app,2025-01-29
1043,CUST100947,UPDATE,email,OLD,NEW,crm_user,2025-05-11
1044,CUST100108,MERGE,risk_segment,OLD,NEW,crm_user,2025-01-23
1045,CUST100143,MERGE,city,OLD,NEW,crm_user,2025-04-28
1046,CUST100352,UPDATE,kyc_status,OLD,NEW,crm_user,2025-04-15
1047,CUST100503,UPDATE,city,OLD,NEW,batch_job,2025-04-15
1048,CUST100731,MERGE,email,OLD,NEW,crm_user,2025-02-11
1049,CUST100448,MERGE,risk_segment,OLD,NEW,batch_job,2025-02-19
1050,CUST100647,INSERT,kyc_status,OLD,NEW,crm_user,2025-02-17
1051,CUST100856,MERGE,mobile_number,OLD,NEW,mobile_app,2025-05-05
1052,CUST100969,DELETE,mobile_number,OLD,NEW,mobile_app,2025-02-20
1053,CUST100967,UPDATE,kyc_status,OLD,NEW,batch_job,2025-03-01
1054,CUST100151,DELETE,mobile_number,OLD,NEW,batch_job,2025-04-14
1055,CUST100206,DELETE,mobile_number,OLD,NEW,crm_user,2025-04-01
1056,CUST100803,UPDATE,mobile_number,OLD,NEW,mobile_app,2025-05-21
1057,CUST100014,INSERT,mobile_number,OLD,NEW,crm_user,2025-05-11
1058,CUST100823,MERGE,kyc_status,OLD,NEW,crm_user,2025-02-10
1059,CUST100009,UPDATE,email,OLD,NEW,mobile_app,2025-04-13
1060,CUST100669,UPDATE,email,OLD,NEW,batch_job,2025-05-21
1061,CUST100825,UPDATE,email,OLD,NEW,batch_job,2025-02-04
1062,CUST100055,DELETE,mobile_number,OLD,NEW,crm_user,2025-05-07
1063,CUST100563,DELETE,kyc_status,OLD,NEW,batch_job,2025-03-31
1064,CUST100666,MERGE,risk_segment,OLD,NEW,crm_user,2025-03-07
1065,CUST100793,DELETE,risk_segment,OLD,NEW,crm_user,2025-04-10
1066,CUST100138,DELETE,kyc_status,OLD,NEW,batch_job,2025-03-12
1067,CUST100681,DELETE,mobile_number,OLD,NEW,batch_job,2025-06-26
1068,CUST100773,INSERT,risk_segment,OLD,NEW,batch_job,2025-02-23
1069,CUST100122,UPDATE,city,OLD,NEW,crm_user,2025-02-28
1070,CUST100450,INSERT,mobile_number,OLD,NEW,crm_user,2025-02-01
1071,CUST100220,UPDATE,kyc_status,OLD,NEW,mobile_app,2025-01-23
1072,CUST100305,MERGE,city,OLD,NEW,batch_job,2025-05-08
1073,CUST100791,MERGE,risk_segment,OLD,NEW,mobile_app,2025-02-15
1074,CUST100259,DELETE,risk_segment,OLD,NEW,batch_job,2025-01-15
1075,CUST100329,INSERT,risk_segment,OLD,NEW,batch_job,2025-03-25
1076,CUST100346,INSERT,mobile_number,OLD,NEW,batch_job,2025-01-28
1077,CUST100371,UPDATE,kyc_status,OLD,NEW,crm_user,2025-06-22
1078,CUST100406,DELETE,risk_segment,OLD,NEW,crm_user,2025-03-25
1079,CUST100801,MERGE,email,OLD,NEW,crm_user,2025-03-01
1080,CUST100990,INSERT,city,OLD,NEW,batch_job,2025-02-16
1081,CUST100312,DELETE,risk_segment,OLD,NEW,crm_user,2025-05-16
1082,CUST100069,MERGE,kyc_status,OLD,NEW,mobile_app,2025-01-04
1083,CUST100925,MERGE,risk_segment,OLD,NEW,mobile_app,2025-06-12
1084,CUST100691,MERGE,kyc_status,OLD,NEW,batch_job,2025-01-13
1085,CUST100292,MERGE,city,OLD,NEW,mobile_app,2025-04-09
1086,CUST100321,INSERT,kyc_status,OLD,NEW,mobile_app,2025-05-12
1087,CUST100012,DELETE,mobile_number,OLD,NEW,mobile_app,2025-06-21
1088,CUST100388,MERGE,mobile_number,OLD,NEW,crm_user,2025-05-03
1089,CUST100331,DELETE,mobile_number,OLD,NEW,batch_job,2025-03-10
1090,CUST100433,INSERT,kyc_status,OLD,NEW,mobile_app,2025-03-25
1091,CUST100652,DELETE,kyc_status,OLD,NEW,crm_user,2025-02-10
1092,CUST101001,DELETE,risk_segment,OLD,NEW,crm_user,2025-01-12
1093,CUST100306,MERGE,risk_segment,OLD,NEW,mobile_app,2025-04-17
1094,CUST100603,MERGE,risk_segment,OLD,NEW,batch_job,2025-05-31
1095,CUST100274,INSERT,mobile_number,OLD,NEW,crm_user,2025-01-30
1096,CUST100892,MERGE,email,OLD,NEW,batch_job,2025-04-25
1097,CUST100755,INSERT,risk_segment,OLD,NEW,crm_user,2025-03-18
1098,CUST100440,INSERT,email,OLD,NEW,crm_user,2025-04-05
1099,CUST100422,MERGE,kyc_status,OLD,NEW,mobile_app,2025-06-15
1100,CUST100569,MERGE,email,OLD,NEW,crm_user,2025-06-24
1101,CUST100969,INSERT,risk_segment,OLD,NEW,mobile_app,2025-02-07
1102,CUST100605,INSERT,kyc_status,OLD,NEW,mobile_app,2025-02-03
1103,CUST100721,MERGE,city,OLD,NEW,crm_user,2025-05-10
1104,CUST100069,MERGE,mobile_number,OLD,NEW,batch_job,2025-01-23
1105,CUST100168,INSERT,city,OLD,NEW,crm_user,2025-06-03
1106,CUST100961,INSERT,email,OLD,NEW,crm_user,2025-06-05
1107,CUST100380,UPDATE,risk_segment,OLD,NEW,mobile_app,2025-02-17
1108,CUST101025,DELETE,email,OLD,NEW,batch_job,2025-02-11
1109,CUST100457,MERGE,city,OLD,NEW,crm_user,2025-03-08
1110,CUST100125,UPDATE,city,OLD,NEW,mobile_app,2025-03-19
1111,CUST100130,MERGE,kyc_status,OLD,NEW,mobile_app,2025-04-24
1112,CUST100435,INSERT,mobile_number,OLD,NEW,crm_user,2025-03-22
1113,CUST100124,MERGE,city,OLD,NEW,mobile_app,2025-04-29
1114,CUST100985,UPDATE,email,OLD,NEW,batch_job,2025-05-14
1115,CUST100246,DELETE,mobile_number,OLD,NEW,batch_job,2025-02-05
1116,CUST100964,MERGE,mobile_number,OLD,NEW,crm_user,2025-05-25
1117,CUST100753,INSERT,kyc_status,OLD,NEW,crm_user,2025-05-31
1118,CUST100673,UPDATE,email,OLD,NEW,batch_job,2025-04-05
1119,CUST100778,INSERT,city,OLD,NEW,crm_user,2025-05-30
1120,CUST100579,DELETE,mobile_number,OLD,NEW,mobile_app,2025-05-21
1121,CUST100365,DELETE,risk_segment,OLD,NEW,crm_user,2025-02-22
1122,CUST100939,INSERT,email,OLD,NEW,crm_user,2025-06-11
1123,CUST100757,DELETE,mobile_number,OLD,NEW,mobile_app,2025-02-20
1124,CUST100359,DELETE,city,OLD,NEW,mobile_app,2025-02-18
1125,CUST100615,DELETE,city,OLD,NEW,mobile_app,2025-05-31
1126,CUST100132,MERGE,risk_segment,OLD,NEW,batch_job,2025-05-22
1127,CUST100146,UPDATE,kyc_status,OLD,NEW,mobile_app,2025-06-19
1128,CUST100242,UPDATE,risk_segment,OLD,NEW,mobile_app,2025-03-15
1129,CUST100207,UPDATE,kyc_status,OLD,NEW,mobile_app,2025-06-20
1130,CUST100004,DELETE,risk_segment,OLD,NEW,crm_user,2025-01-23
1131,CUST100575,DELETE,kyc_status,OLD,NEW,mobile_app,2025-01-03
1132,CUST100852,DELETE,kyc_status,OLD,NEW,mobile_app,2025-02-16
1133,CUST100027,UPDATE,city,OLD,NEW,batch_job,2025-01-27
1134,CUST100432,INSERT,email,OLD,NEW,mobile_app,2025-05-12
1135,CUST100663,MERGE,mobile_number,OLD,NEW,mobile_app,2025-01-07
1136,CUST100138,MERGE,risk_segment,OLD,NEW,mobile_app,2025-03-11
1137,CUST100303,MERGE,email,OLD,NEW,mobile_app,2025-01-06
1138,CUST100056,INSERT,mobile_number,OLD,NEW,mobile_app,2025-05-17
1139,CUST100789,UPDATE,email,OLD,NEW,mobile_app,2025-04-04
1140,CUST100274,DELETE,email,OLD,NEW,crm_user,2025-05-20
1141,CUST100291,UPDATE,city,OLD,NEW,batch_job,2025-02-08
1142,CUST100227,INSERT,city,OLD,NEW,crm_user,2025-05-09
1143,CUST100197,MERGE,mobile_number,OLD,NEW,crm_user,2025-05-20
1144,CUST100031,INSERT,city,OLD,NEW,crm_user,2025-02-05
1145,CUST100485,INSERT,city,OLD,NEW,crm_user,2025-03-03
1146,CUST100190,MERGE,kyc_status,OLD,NEW,crm_user,2025-04-20
1147,CUST100688,MERGE,risk_segment,OLD,NEW,batch_job,2025-06-21
1148,CUST100101,MERGE,kyc_status,OLD,NEW,batch_job,2025-01-10
1149,CUST100371,UPDATE,risk_segment,OLD,NEW,crm_user,2025-01-22
1150,CUST100680,INSERT,email,OLD,NEW,mobile_app,2025-01-21
1151,CUST100868,DELETE,risk_segment,OLD,NEW,mobile_app,2025-04-25
1152,CUST100501,UPDATE,city,OLD,NEW,crm_user,2025-04-21
1153,CUST100665,INSERT,kyc_status,OLD,NEW,crm_user,2025-02-12
1154,CUST100094,MERGE,risk_segment,OLD,NEW,mobile_app,2025-06-15
1155,CUST100321,INSERT,email,OLD,NEW,mobile_app,2025-01-11
1156,CUST100687,INSERT,risk_segment,OLD,NEW,mobile_app,2025-02-18
1157,CUST101046,MERGE,city,OLD,NEW,batch_job,2025-06-21
1158,CUST100430,MERGE,email,OLD,NEW,mobile_app,2025-04-27
1159,CUST100188,UPDATE,mobile_number,OLD,NEW,batch_job,2025-06-29
1160,CUST100457,MERGE,risk_segment,OLD,NEW,batch_job,2025-04-15
1161,CUST100180,DELETE,email,OLD,NEW,crm_user,2025-03-05
1162,CUST100546,DELETE,city,OLD,NEW,batch_job,2025-04-13
1163,CUST100854,MERGE,risk_segment,OLD,NEW,batch_job,2025-01-22
1164,CUST100145,INSERT,kyc_status,OLD,NEW,batch_job,2025-03-09
1165,CUST100205,MERGE,kyc_status,OLD,NEW,mobile_app,2025-05-06
1166,CUST100519,UPDATE,risk_segment,OLD,NEW,mobile_app,2025-05-07
1167,CUST100918,DELETE,risk_segment,OLD,NEW,mobile_app,2025-05-02
1168,CUST100260,UPDATE,risk_segment,OLD,NEW,crm_user,2025-04-22
1169,CUST100261,INSERT,city,OLD,NEW,mobile_app,2025-01-12
1170,CUST100154,INSERT,email,OLD,NEW,batch_job,2025-01-14
1171,CUST100453,DELETE,email,OLD,NEW,batch_job,2025-06-28
1172,CUST100752,MERGE,email,OLD,NEW,batch_job,2025-04-23
1173,CUST100897,UPDATE,risk_segment,OLD,NEW,batch_job,2025-01-24
1174,CUST100883,UPDATE,city,OLD,NEW,mobile_app,2025-03-08
1175,CUST100240,INSERT,mobile_number,OLD,NEW,batch_job,2025-06-21
1176,CUST100453,INSERT,city,OLD,NEW,batch_job,2025-04-01
1177,CUST100173,DELETE,kyc_status,OLD,NEW,crm_user,2025-05-24
1178,CUST100906,UPDATE,email,OLD,NEW,mobile_app,2025-02-22
1179,CUST100990,DELETE,city,OLD,NEW,crm_user,2025-04-01
1180,CUST101046,UPDATE,kyc_status,OLD,NEW,crm_user,2025-06-18
1181,CUST101030,UPDATE,kyc_status,OLD,NEW,batch_job,2025-04-18
1182,CUST100881,UPDATE,risk_segment,OLD,NEW,mobile_app,2025-03-17
1183,CUST100565,INSERT,mobile_number,OLD,NEW,crm_user,2025-05-13
1184,CUST100976,UPDATE,kyc_status,OLD,NEW,mobile_app,2025-04-07
1185,CUST100595,DELETE,mobile_number,OLD,NEW,mobile_app,2025-01-09
1186,CUST100526,MERGE,email,OLD,NEW,mobile_app,2025-06-24
1187,CUST100437,MERGE,email,OLD,NEW,mobile_app,2025-03-20
1188,CUST100932,DELETE,risk_segment,OLD,NEW,crm_user,2025-06-17
1189,CUST100425,UPDATE,mobile_number,OLD,NEW,mobile_app,2025-06-23
1190,CUST100524,DELETE,risk_segment,OLD,NEW,crm_user,2025-05-21
1191,CUST100125,DELETE,email,OLD,NEW,crm_user,2025-01-09
1192,CUST100896,DELETE,city,OLD,NEW,crm_user,2025-03-28
1193,CUST100968,INSERT,city,OLD,NEW,crm_user,2025-01-27
1194,CUST100757,UPDATE,email,OLD,NEW,crm_user,2025-01-12
1195,CUST100269,DELETE,mobile_number,OLD,NEW,crm_user,2025-03-15
1196,CUST100863,UPDATE,email,OLD,NEW,batch_job,2025-06-14
1197,CUST100376,UPDATE,email,OLD,NEW,crm_user,2025-01-16
1198,CUST100503,DELETE,risk_segment,OLD,NEW,batch_job,2025-01-14
1199,CUST100875,MERGE,city,OLD,NEW,batch_job,2025-04-06
1200,CUST101043,INSERT,risk_segment,OLD,NEW,crm_user,2025-04-23
1201,CUST101046,MERGE,kyc_status,OLD,NEW,crm_user,2025-01-06
1202,CUST100803,MERGE,city,OLD,NEW,crm_user,2025-01-03
1203,CUST100762,INSERT,email,OLD,NEW,crm_user,2025-02-02
1204,CUST100072,UPDATE,city,OLD,NEW,batch_job,2025-05-29
1205,CUST100475,DELETE,risk_segment,OLD,NEW,batch_job,2025-03-03
1206,CUST100478,MERGE,kyc_status,OLD,NEW,mobile_app,2025-03-24
1207,CUST100249,INSERT,kyc_status,OLD,NEW,crm_user,2025-05-13
1208,CUST100185,MERGE,risk_segment,OLD,NEW,batch_job,2025-02-24
1209,CUST100903,DELETE,mobile_number,OLD,NEW,crm_user,2025-01-04
1210,CUST100468,INSERT,email,OLD,NEW,crm_user,2025-03-03
1211,CUST100866,UPDATE,email,OLD,NEW,mobile_app,2025-03-03
1212,CUST100773,INSERT,kyc_status,OLD,NEW,mobile_app,2025-03-19
1213,CUST100552,MERGE,mobile_number,OLD,NEW,crm_user,2025-01-04
1214,CUST100112,MERGE,mobile_number,OLD,NEW,batch_job,2025-06-03
1215,CUST100359,MERGE,kyc_status,OLD,NEW,crm_user,2025-02-10
1216,CUST100215,DELETE,mobile_number,OLD,NEW,batch_job,2025-03-21
1217,CUST100946,UPDATE,risk_segment,OLD,NEW,batch_job,2025-01-24
1218,CUST100187,UPDATE,email,OLD,NEW,batch_job,2025-04-21
1219,CUST100841,MERGE,email,OLD,NEW,mobile_app,2025-03-31
1220,CUST100755,UPDATE,risk_segment,OLD,NEW,mobile_app,2025-05-16
1221,CUST101012,INSERT,email,OLD,NEW,crm_user,2025-05-19
1222,CUST100430,UPDATE,mobile_number,OLD,NEW,crm_user,2025-03-27
1223,CUST100562,DELETE,risk_segment,OLD,NEW,mobile_app,2025-04-05
1224,CUST100235,DELETE,kyc_status,OLD,NEW,mobile_app,2025-03-25
1225,CUST100282,DELETE,risk_segment,OLD,NEW,crm_user,2025-02-11
1226,CUST100855,INSERT,email,OLD,NEW,batch_job,2025-04-13
1227,CUST100008,UPDATE,city,OLD,NEW,mobile_app,2025-05-17
1228,CUST100915,DELETE,mobile_number,OLD,NEW,crm_user,2025-03-01
1229,CUST100353,MERGE,city,OLD,NEW,crm_user,2025-01-15
1230,CUST100059,MERGE,city,OLD,NEW,crm_user,2025-06-24
1231,CUST100823,INSERT,mobile_number,OLD,NEW,mobile_app,2025-05-01
1232,CUST100405,UPDATE,risk_segment,OLD,NEW,mobile_app,2025-02-14
1233,CUST100382,DELETE,kyc_status,OLD,NEW,batch_job,2025-06-29
1234,CUST100352,DELETE,email,OLD,NEW,mobile_app,2025-05-17
