txn_id,subscriber_id,txn_timestamp,amount,channel,payment_status
TXN000371,SUB00633,2025-01-05 13:00:00,399,Wallet,SUCCESS
TXN000372,SUB00482,2025-02-20 10:00:00,249,Wallet,SUCCESS
TXN000373,SUB00831,2025-04-25 22:00:00,149,Wallet,SUCCESS
TXN000374,SUB00423,2025-06-11 02:00:00,99,UPI,FAILED
TXN000375,SUB00534,2025-02-10 08:00:00,199,UPI,FAILED
TXN000376,SUB00535,2025-01-30 08:00:00,399,Retailer,FAILED
TXN000377,SUB00305,2025-04-24 01:00:00,149,Card,SUCCESS
TXN000378,SUB00007,2025-04-23 09:00:00,99,Retailer,SUCCESS
TXN000379,SUB00804,2025-04-20 00:00:00,149,Card,SUCCESS
TXN000380,SUB00174,2025-03-27 10:00:00,149,UPI,SUCCESS
TXN000381,SUB00261,2025-01-24 14:00:00,249,Card,SUCCESS
TXN000382,SUB00560,2025-01-08 18:00:00,199,Wallet,SUCCESS
TXN000383,SUB00504,2025-04-05 08:00:00,399,UPI,SUCCESS
TXN000384,SUB00398,2025-03-05 14:00:00,299,UPI,SUCCESS
TXN000385,SUB00790,2025-05-21 08:00:00,299,Card,FAILED
TXN000386,SUB00117,2025-04-25 06:00:00,299,Card,SUCCESS
TXN000387,SUB00774,2025-06-06 23:00:00,249,UPI,SUCCESS
TXN000388,SUB00780,2025-05-20 05:00:00,499,Retailer,FAILED
TXN000389,SUB00677,2025-04-01 13:00:00,99,Card,SUCCESS
TXN000390,SUB00801,2025-04-08 09:00:00,249,Wallet,FAILED
TXN000391,SUB00419,2025-05-03 12:00:00,199,Retailer,FAILED
TXN000392,SUB00837,2025-04-02 12:00:00,149,Wallet,SUCCESS
TXN000393,SUB00569,2025-03-08 11:00:00,99,UPI,FAILED
TXN000394,SUB00888,2025-03-20 07:00:00,499,Card,SUCCESS
TXN000395,SUB00480,2025-01-04 18:00:00,299,Card,FAILED
TXN000396,SUB00443,2025-01-31 00:00:00,149,Wallet,FAILED
TXN000397,SUB00343,2025-01-28 08:00:00,149,Card,SUCCESS
TXN000398,SUB00700,2025-03-27 04:00:00,99,Card,SUCCESS
TXN000399,SUB00962,2025-06-22 23:00:00,299,Retailer,SUCCESS
TXN000400,SUB00853,2025-05-25 03:00:00,299,UPI,FAILED
TXN000401,SUB00811,2025-05-16 01:00:00,499,Wallet,SUCCESS
TXN000402,SUB00543,2025-02-22 19:00:00,499,UPI,SUCCESS
TXN000403,SUB00200,2025-01-04 13:00:00,249,Card,SUCCESS
TXN000404,SUB00752,2025-06-21 17:00:00,149,UPI,SUCCESS
TXN000405,SUB00576,2025-05-15 09:00:00,99,UPI,FAILED
TXN000406,SUB00442,2025-06-13 15:00:00,249,Retailer,FAILED
TXN000407,SUB00146,2025-06-28 22:00:00,499,UPI,FAILED
TXN000408,SUB00886,2025-06-15 03:00:00,399,UPI,SUCCESS
TXN000409,SUB00014,2025-05-06 03:00:00,299,Retailer,SUCCESS
TXN000410,SUB00617,2025-04-01 15:00:00,199,Wallet,SUCCESS
TXN000411,SUB00959,2025-06-30 08:00:00,99,Retailer,FAILED
TXN000412,SUB00967,2025-01-30 09:00:00,149,Retailer,SUCCESS
TXN000413,SUB00483,2025-02-23 17:00:00,399,Wallet,SUCCESS
TXN000414,SUB00120,2025-06-27 20:00:00,199,Wallet,SUCCESS
TXN000415,SUB00508,2025-04-19 19:00:00,199,Retailer,FAILED
TXN000416,SUB00168,2025-05-25 12:00:00,149,Retailer,SUCCESS
TXN000417,SUB00169,2025-05-02 06:00:00,149,Wallet,SUCCESS
TXN000418,SUB00501,2025-01-11 06:00:00,399,UPI,FAILED
TXN000419,SUB00683,2025-01-11 10:00:00,249,Retailer,SUCCESS
TXN000420,SUB00700,2025-01-28 08:00:00,99,Card,SUCCESS
TXN000421,SUB00196,2025-01-06 14:00:00,249,Card,SUCCESS
TXN000422,SUB00973,2025-05-28 16:00:00,249,Retailer,FAILED
TXN000423,SUB00561,2025-01-22 20:00:00,399,Retailer,SUCCESS
TXN000424,SUB00955,2025-04-01 23:00:00,399,UPI,FAILED
TXN000425,SUB00106,2025-05-01 00:00:00,149,Wallet,SUCCESS
TXN000426,SUB00887,2025-03-02 13:00:00,399,Card,SUCCESS
TXN000427,SUB00257,2025-06-19 06:00:00,249,Card,FAILED
TXN000428,SUB00047,2025-01-18 06:00:00,99,Wallet,SUCCESS
TXN000429,SUB00295,2025-01-20 06:00:00,199,Retailer,FAILED
TXN000430,SUB00123,2025-04-22 23:00:00,299,Card,SUCCESS
TXN000431,SUB00128,2025-01-17 03:00:00,399,Wallet,SUCCESS
TXN000432,SUB00391,2025-02-13 00:00:00,249,Card,SUCCESS
TXN000433,SUB00473,2025-05-18 15:00:00,499,Card,FAILED
TXN000434,SUB00353,2025-03-21 03:00:00,199,Wallet,SUCCESS
TXN000435,SUB00813,2025-04-17 09:00:00,249,Card,SUCCESS
TXN000436,SUB00668,2025-01-26 12:00:00,299,Wallet,FAILED
TXN000437,SUB00181,2025-04-14 12:00:00,149,Retailer,FAILED
TXN000438,SUB00744,2025-01-05 00:00:00,299,Wallet,SUCCESS
TXN000439,SUB00562,2025-02-19 01:00:00,99,Wallet,FAILED
TXN000440,SUB00684,2025-04-04 15:00:00,299,UPI,SUCCESS
TXN000441,SUB00383,2025-04-21 00:00:00,299,UPI,FAILED
TXN000442,SUB00812,2025-03-09 02:00:00,299,UPI,FAILED
TXN000443,SUB00133,2025-03-14 09:00:00,249,Card,FAILED
TXN000444,SUB00540,2025-02-13 13:00:00,99,Retailer,SUCCESS
TXN000445,SUB00269,2025-06-27 12:00:00,99,Retailer,SUCCESS
TXN000446,SUB00783,2025-04-22 06:00:00,99,Wallet,FAILED
TXN000447,SUB00200,2025-06-26 02:00:00,299,UPI,SUCCESS
TXN000448,SUB00463,2025-02-04 04:00:00,299,Card,FAILED
TXN000449,SUB00763,2025-01-02 09:00:00,199,UPI,FAILED
TXN000450,SUB00235,2025-01-01 20:00:00,299,Card,SUCCESS
TXN000451,SUB00582,2025-01-29 20:00:00,99,Retailer,SUCCESS
TXN000452,SUB00502,2025-04-16 08:00:00,299,Card,FAILED
TXN000453,SUB00489,2025-02-20 17:00:00,399,Retailer,FAILED
TXN000454,SUB00830,2025-01-25 06:00:00,149,Retailer,FAILED
TXN000455,SUB00135,2025-06-28 05:00:00,399,Retailer,FAILED
TXN000456,SUB00800,2025-05-23 03:00:00,299,UPI,SUCCESS
TXN000457,SUB00354,2025-02-23 21:00:00,299,Card,SUCCESS
TXN000458,SUB00705,2025-05-09 17:00:00,149,UPI,SUCCESS
TXN000459,SUB00091,2025-02-21 12:00:00,249,UPI,SUCCESS
TXN000460,SUB00053,2025-06-16 07:00:00,149,Wallet,SUCCESS
TXN000461,SUB00936,2025-05-02 16:00:00,249,Retailer,SUCCESS
TXN000462,SUB00159,2025-05-11 15:00:00,199,UPI,SUCCESS
TXN000463,SUB00164,2025-04-16 22:00:00,399,Wallet,FAILED
TXN000464,SUB00522,2025-01-19 00:00:00,199,UPI,SUCCESS
TXN000465,SUB00602,2025-01-23 13:00:00,249,UPI,SUCCESS
TXN000466,SUB00544,2025-05-11 21:00:00,149,Retailer,FAILED
TXN000467,SUB00649,2025-02-26 19:00:00,399,Wallet,FAILED
TXN000468,SUB00581,2025-02-27 01:00:00,499,Card,SUCCESS
TXN000469,SUB00807,2025-04-25 20:00:00,299,UPI,SUCCESS
TXN000470,SUB00436,2025-05-27 11:00:00,149,Wallet,SUCCESS
TXN000471,SUB00848,2025-04-18 18:00:00,299,Card,SUCCESS
TXN000472,SUB00970,2025-02-14 01:00:00,249,Card,FAILED
TXN000473,SUB00308,2025-05-11 13:00:00,99,UPI,SUCCESS
TXN000474,SUB00443,2025-06-22 05:00:00,149,UPI,FAILED
TXN000475,SUB00399,2025-05-08 17:00:00,99,UPI,FAILED
TXN000476,SUB00590,2025-03-13 12:00:00,249,UPI,SUCCESS
TXN000477,SUB00284,2025-06-30 02:00:00,499,Card,FAILED
TXN000478,SUB00909,2025-01-01 08:00:00,199,Retailer,SUCCESS
TXN000479,SUB00909,2025-02-10 01:00:00,299,Card,SUCCESS
TXN000480,SUB00132,2025-03-14 17:00:00,249,Wallet,FAILED
TXN000481,SUB00338,2025-04-14 05:00:00,149,Retailer,FAILED
TXN000482,SUB00663,2025-05-23 13:00:00,399,UPI,SUCCESS
TXN000483,SUB00949,2025-02-26 04:00:00,499,Retailer,SUCCESS
TXN000484,SUB00993,2025-04-15 00:00:00,399,Retailer,SUCCESS
TXN000485,SUB00626,2025-06-16 21:00:00,199,UPI,FAILED
TXN000486,SUB00246,2025-04-15 17:00:00,299,UPI,SUCCESS
TXN000487,SUB00369,2025-05-02 09:00:00,99,Retailer,FAILED
TXN000488,SUB00562,2025-03-06 20:00:00,149,Retailer,SUCCESS
TXN000489,SUB00954,2025-03-04 21:00:00,149,Retailer,FAILED
TXN000490,SUB00855,2025-04-06 13:00:00,499,UPI,FAILED
TXN000491,SUB00279,2025-04-01 07:00:00,199,Retailer,SUCCESS
TXN000492,SUB00494,2025-05-07 16:00:00,199,Card,FAILED
TXN000493,SUB00625,2025-03-12 10:00:00,299,Card,SUCCESS
TXN000494,SUB00076,2025-05-18 21:00:00,499,Card,SUCCESS
TXN000495,SUB00299,2025-03-21 17:00:00,299,Card,SUCCESS
TXN000496,SUB00777,2025-06-08 12:00:00,99,Wallet,SUCCESS
TXN000497,SUB00276,2025-03-10 10:00:00,99,Card,SUCCESS
TXN000498,SUB00853,2025-04-10 15:00:00,399,UPI,SUCCESS
TXN000499,SUB00124,2025-05-03 16:00:00,149,Wallet,FAILED
TXN000500,SUB00569,2025-05-20 02:00:00,249,UPI,FAILED
TXN000501,SUB00004,2025-03-01 14:00:00,399,Retailer,SUCCESS
TXN000502,SUB00783,2025-02-11 18:00:00,199,UPI,SUCCESS
TXN000503,SUB00855,2025-05-11 23:00:00,99,Wallet,SUCCESS
TXN000504,SUB00503,2025-03-07 02:00:00,399,Card,SUCCESS
TXN000505,SUB00626,2025-05-21 00:00:00,299,Retailer,SUCCESS
TXN000506,SUB00327,2025-01-31 00:00:00,299,Retailer,SUCCESS
TXN000507,SUB00630,2025-06-01 14:00:00,99,Retailer,FAILED
TXN000508,SUB00765,2025-05-09 06:00:00,299,Card,FAILED
TXN000509,SUB00082,2025-03-02 04:00:00,299,Wallet,SUCCESS
TXN000510,SUB00171,2025-06-23 15:00:00,499,Wallet,FAILED
TXN000511,SUB00298,2025-02-16 11:00:00,99,UPI,SUCCESS
TXN000512,SUB00383,2025-04-25 11:00:00,199,Wallet,SUCCESS
TXN000513,SUB00309,2025-05-14 12:00:00,149,Card,FAILED
TXN000514,SUB00073,2025-01-03 21:00:00,399,Retailer,FAILED
TXN000515,SUB00767,2025-01-01 10:00:00,249,UPI,SUCCESS
TXN000516,SUB00323,2025-05-03 06:00:00,299,Wallet,SUCCESS
TXN000517,SUB00053,2025-05-27 12:00:00,99,UPI,FAILED
TXN000518,SUB00442,2025-04-08 03:00:00,249,UPI,FAILED
TXN000519,SUB00352,2025-02-19 02:00:00,249,Retailer,SUCCESS
TXN000520,SUB00022,2025-06-27 05:00:00,199,Wallet,FAILED
TXN000521,SUB00384,2025-04-07 19:00:00,249,UPI,FAILED
TXN000522,SUB00087,2025-03-17 06:00:00,149,Retailer,FAILED
TXN000523,SUB00999,2025-04-26 10:00:00,249,Wallet,SUCCESS
TXN000524,SUB00270,2025-04-11 00:00:00,249,Card,SUCCESS
TXN000525,SUB00794,2025-02-16 13:00:00,99,Wallet,SUCCESS
TXN000526,SUB00242,2025-05-15 17:00:00,149,Wallet,FAILED
TXN000527,SUB00722,2025-05-31 13:00:00,299,Retailer,SUCCESS
TXN000528,SUB00744,2025-01-13 17:00:00,399,UPI,FAILED
TXN000529,SUB00478,2025-03-23 16:00:00,299,UPI,SUCCESS
TXN000530,SUB00111,2025-03-16 20:00:00,99,Card,SUCCESS
TXN000531,SUB00229,2025-03-20 16:00:00,249,Wallet,SUCCESS
TXN000532,SUB00108,2025-02-05 23:00:00,249,UPI,FAILED
TXN000533,SUB00901,2025-03-03 14:00:00,299,UPI,SUCCESS
TXN000534,SUB00162,2025-06-17 23:00:00,299,Card,SUCCESS
TXN000535,SUB00616,2025-06-15 22:00:00,199,Wallet,SUCCESS
TXN000536,SUB00967,2025-01-18 21:00:00,149,UPI,SUCCESS
TXN000537,SUB00282,2025-03-24 10:00:00,499,Retailer,FAILED
TXN000538,SUB00626,2025-06-02 00:00:00,99,Retailer,SUCCESS
TXN000539,SUB00351,2025-04-13 12:00:00,499,Retailer,SUCCESS
TXN000540,SUB00962,2025-03-05 01:00:00,249,Card,SUCCESS
TXN000541,SUB00357,2025-04-25 16:00:00,149,Retailer,FAILED
TXN000542,SUB00076,2025-06-15 21:00:00,199,UPI,SUCCESS
TXN000543,SUB00292,2025-01-26 07:00:00,249,Retailer,SUCCESS
TXN000544,SUB00495,2025-04-08 15:00:00,299,Wallet,FAILED
TXN000545,SUB00673,2025-06-27 20:00:00,149,Card,FAILED
TXN000546,SUB00976,2025-02-03 08:00:00,499,Retailer,SUCCESS
TXN000547,SUB00224,2025-04-30 02:00:00,299,Retailer,SUCCESS
TXN000548,SUB00322,2025-03-26 14:00:00,299,UPI,SUCCESS
TXN000549,SUB00031,2025-06-04 09:00:00,199,Wallet,FAILED
TXN000550,SUB00025,2025-02-11 17:00:00,399,Wallet,SUCCESS
TXN000551,SUB00209,2025-05-24 23:00:00,299,Card,SUCCESS
TXN000552,SUB00861,2025-05-31 14:00:00,249,Wallet,SUCCESS
TXN000553,SUB00242,2025-06-22 12:00:00,249,Retailer,SUCCESS
TXN000554,SUB00785,2025-05-20 16:00:00,249,Retailer,FAILED
TXN000555,SUB00893,2025-01-03 16:00:00,499,Retailer,FAILED
TXN000556,SUB00435,2025-03-01 18:00:00,99,Wallet,SUCCESS
TXN000557,SUB00553,2025-06-27 07:00:00,199,UPI,FAILED
TXN000558,SUB00743,2025-06-09 09:00:00,299,UPI,FAILED
TXN000559,SUB00289,2025-03-16 08:00:00,249,Wallet,SUCCESS
TXN000560,SUB00470,2025-01-14 14:00:00,149,Wallet,SUCCESS
TXN000561,SUB00280,2025-03-29 23:00:00,149,Retailer,FAILED
TXN000562,SUB00422,2025-01-17 01:00:00,299,Wallet,SUCCESS
TXN000563,SUB00472,2025-06-16 05:00:00,299,Retailer,SUCCESS
TXN000564,SUB00927,2025-01-15 14:00:00,199,UPI,FAILED
TXN000565,SUB00252,2025-06-06 03:00:00,199,Retailer,SUCCESS
TXN000566,SUB00245,2025-04-25 17:00:00,149,UPI,SUCCESS
TXN000567,SUB00322,2025-04-16 16:00:00,299,UPI,FAILED
TXN000568,SUB00926,2025-01-05 17:00:00,399,Wallet,FAILED
TXN000569,SUB00507,2025-05-03 14:00:00,99,Retailer,SUCCESS
TXN000570,SUB00031,2025-01-28 06:00:00,299,Card,FAILED
TXN000571,SUB00643,2025-02-14 10:00:00,249,Retailer,FAILED
TXN000572,SUB00953,2025-05-03 22:00:00,499,Wallet,FAILED
TXN000573,SUB00830,2025-04-11 07:00:00,99,Retailer,SUCCESS
TXN000574,SUB00069,2025-05-13 12:00:00,149,Retailer,SUCCESS
TXN000575,SUB00749,2025-04-23 23:00:00,499,Retailer,SUCCESS
TXN000576,SUB00414,2025-03-01 07:00:00,499,Retailer,SUCCESS
TXN000577,SUB00811,2025-05-17 03:00:00,149,UPI,SUCCESS
TXN000578,SUB00146,2025-04-15 04:00:00,199,Retailer,SUCCESS
TXN000579,SUB00028,2025-06-06 08:00:00,249,Retailer,SUCCESS
TXN000580,SUB00829,2025-03-12 18:00:00,249,Retailer,SUCCESS
TXN000581,SUB00797,2025-03-22 07:00:00,249,Wallet,SUCCESS
TXN000582,SUB00987,2025-03-05 08:00:00,299,Wallet,SUCCESS
TXN000583,SUB00106,2025-02-03 03:00:00,399,Retailer,SUCCESS
TXN000584,SUB00175,2025-01-13 17:00:00,399,UPI,SUCCESS
TXN000585,SUB00718,2025-02-15 16:00:00,299,Card,SUCCESS
TXN000586,SUB00940,2025-05-10 05:00:00,299,UPI,SUCCESS
TXN000587,SUB00809,2025-06-22 18:00:00,149,UPI,SUCCESS
TXN000588,SUB00253,2025-04-09 10:00:00,99,Wallet,FAILED
TXN000589,SUB00364,2025-04-13 16:00:00,249,Retailer,FAILED
TXN000590,SUB00041,2025-01-10 02:00:00,299,Card,SUCCESS
TXN000591,SUB00193,2025-01-23 10:00:00,149,Wallet,SUCCESS
TXN000592,SUB00973,2025-03-11 03:00:00,199,Retailer,SUCCESS
TXN000593,SUB00527,2025-06-26 08:00:00,399,Card,SUCCESS
TXN000594,SUB00434,2025-05-13 13:00:00,499,UPI,FAILED
TXN000595,SUB00831,2025-02-14 15:00:00,249,Card,SUCCESS
TXN000596,SUB00232,2025-03-03 10:00:00,249,Wallet,SUCCESS
TXN000597,SUB00021,2025-01-24 17:00:00,199,Wallet,SUCCESS
TXN000598,SUB00459,2025-04-11 12:00:00,99,Retailer,FAILED
TXN000599,SUB00685,2025-02-14 18:00:00,499,Wallet,SUCCESS
TXN000600,SUB00749,2025-04-17 09:00:00,99,UPI,SUCCESS
TXN000601,SUB00080,2025-05-17 09:00:00,99,Retailer,SUCCESS
TXN000602,SUB00685,2025-02-16 20:00:00,249,Wallet,SUCCESS
TXN000603,SUB00218,2025-03-07 20:00:00,249,Wallet,FAILED
TXN000604,SUB00915,2025-04-03 09:00:00,249,UPI,SUCCESS
TXN000605,SUB00838,2025-06-18 01:00:00,149,Wallet,FAILED
TXN000606,SUB00422,2025-04-27 21:00:00,149,Retailer,SUCCESS
TXN000607,SUB00310,2025-06-22 01:00:00,99,Card,FAILED
TXN000608,SUB00523,2025-06-04 03:00:00,199,Card,SUCCESS
TXN000609,SUB00218,2025-03-28 20:00:00,199,Card,SUCCESS
TXN000610,SUB00645,2025-04-21 04:00:00,499,Retailer,FAILED
TXN000611,SUB00663,2025-01-01 15:00:00,399,UPI,SUCCESS
TXN000612,SUB00801,2025-05-10 09:00:00,399,Retailer,SUCCESS
TXN000613,SUB00868,2025-01-19 07:00:00,399,Wallet,SUCCESS
TXN000614,SUB00475,2025-06-22 08:00:00,299,UPI,FAILED
TXN000615,SUB00891,2025-03-23 00:00:00,199,Card,FAILED
TXN000616,SUB00267,2025-01-14 11:00:00,399,Wallet,SUCCESS
TXN000617,SUB00428,2025-03-31 02:00:00,149,UPI,SUCCESS
TXN000618,SUB00632,2025-01-06 21:00:00,399,Retailer,SUCCESS
TXN000619,SUB00099,2025-06-09 23:00:00,199,Retailer,SUCCESS
TXN000620,SUB00655,2025-04-23 04:00:00,199,Card,SUCCESS
TXN000621,SUB00238,2025-01-31 10:00:00,299,Wallet,SUCCESS
TXN000622,SUB00317,2025-02-28 19:00:00,499,Wallet,SUCCESS
TXN000623,SUB00914,2025-02-02 17:00:00,99,Wallet,SUCCESS
TXN000624,SUB00689,2025-01-05 01:00:00,299,Card,FAILED
TXN000625,SUB00773,2025-02-23 03:00:00,299,Wallet,SUCCESS
TXN000626,SUB00979,2025-05-01 17:00:00,249,Card,SUCCESS
TXN000627,SUB00902,2025-03-29 21:00:00,149,UPI,SUCCESS
TXN000628,SUB00246,2025-03-11 20:00:00,399,Card,SUCCESS
TXN000629,SUB00764,2025-06-09 05:00:00,249,Card,SUCCESS
TXN000630,SUB00916,2025-03-26 21:00:00,199,Wallet,FAILED
TXN000631,SUB00355,2025-04-08 04:00:00,299,Wallet,FAILED
TXN000632,SUB00510,2025-04-06 12:00:00,499,Wallet,FAILED
TXN000633,SUB00947,2025-04-24 17:00:00,399,Card,SUCCESS
TXN000634,SUB00609,2025-03-04 19:00:00,299,Wallet,SUCCESS
TXN000635,SUB00074,2025-01-08 18:00:00,399,Wallet,SUCCESS
TXN000636,SUB00995,2025-05-19 16:00:00,299,Wallet,SUCCESS
TXN000637,SUB00561,2025-04-23 16:00:00,149,UPI,FAILED
TXN000638,SUB00867,2025-05-25 10:00:00,249,Card,FAILED
TXN000639,SUB00890,2025-05-11 07:00:00,299,Retailer,FAILED
TXN000640,SUB00204,2025-01-04 21:00:00,499,UPI,FAILED
TXN000641,SUB00617,2025-05-24 13:00:00,499,Wallet,FAILED
TXN000642,SUB00659,2025-05-31 21:00:00,299,Wallet,SUCCESS
TXN000643,SUB00775,2025-06-12 22:00:00,399,UPI,SUCCESS
TXN000644,SUB00772,2025-03-16 10:00:00,499,Retailer,SUCCESS
TXN000645,SUB00686,2025-03-23 21:00:00,399,Retailer,FAILED
TXN000646,SUB00479,2025-01-01 06:00:00,149,Retailer,SUCCESS
TXN000647,SUB00962,2025-05-17 20:00:00,299,Retailer,SUCCESS
TXN000648,SUB00533,2025-04-26 10:00:00,99,UPI,FAILED
TXN000649,SUB00136,2025-01-09 15:00:00,199,Card,SUCCESS
TXN000650,SUB00259,2025-04-13 18:00:00,99,Retailer,SUCCESS
TXN000651,SUB00214,2025-05-29 00:00:00,399,Retailer,SUCCESS
TXN000652,SUB00942,2025-05-17 08:00:00,249,Retailer,SUCCESS
TXN000653,SUB00629,2025-02-12 01:00:00,149,Wallet,FAILED
TXN000654,SUB00814,2025-03-07 08:00:00,99,Retailer,SUCCESS
TXN000655,SUB00651,2025-01-26 18:00:00,249,UPI,FAILED
TXN000656,SUB00669,2025-06-09 23:00:00,399,UPI,SUCCESS
TXN000657,SUB00070,2025-02-16 01:00:00,499,Card,SUCCESS
TXN000658,SUB00501,2025-02-16 19:00:00,399,UPI,FAILED
TXN000659,SUB00405,2025-06-08 20:00:00,199,Card,SUCCESS
TXN000660,SUB00085,2025-06-13 12:00:00,249,Retailer,SUCCESS
TXN000661,SUB00496,2025-01-17 00:00:00,249,Card,SUCCESS
TXN000662,SUB00188,2025-04-24 10:00:00,249,Wallet,SUCCESS
TXN000663,SUB00718,2025-01-07 17:00:00,149,UPI,FAILED
TXN000664,SUB00923,2025-02-19 00:00:00,399,UPI,SUCCESS
TXN000665,SUB00755,2025-04-09 02:00:00,399,Card,SUCCESS
TXN000666,SUB00093,2025-03-26 05:00:00,299,UPI,SUCCESS
TXN000667,SUB00860,2025-05-07 09:00:00,99,Retailer,SUCCESS
TXN000668,SUB00729,2025-06-28 08:00:00,149,UPI,FAILED
TXN000669,SUB00387,2025-01-07 09:00:00,149,Card,SUCCESS
TXN000670,SUB00408,2025-05-06 04:00:00,149,Card,SUCCESS
TXN000671,SUB00392,2025-03-06 08:00:00,249,UPI,SUCCESS
TXN000672,SUB00390,2025-01-13 12:00:00,99,Retailer,SUCCESS
TXN000673,SUB00983,2025-06-14 07:00:00,249,Retailer,FAILED
TXN000674,SUB00545,2025-06-08 05:00:00,99,Wallet,SUCCESS
TXN000675,SUB00557,2025-01-31 01:00:00,99,Retailer,SUCCESS
TXN000676,SUB00826,2025-06-05 00:00:00,299,Wallet,SUCCESS
TXN000677,SUB00636,2025-05-17 23:00:00,99,UPI,FAILED
TXN000678,SUB00098,2025-04-27 01:00:00,399,Wallet,SUCCESS
TXN000679,SUB00278,2025-04-30 20:00:00,499,Retailer,FAILED
TXN000680,SUB00339,2025-05-19 20:00:00,199,Retailer,SUCCESS
TXN000681,SUB00461,2025-06-01 00:00:00,149,Card,SUCCESS
TXN000682,SUB00644,2025-04-29 23:00:00,199,Wallet,SUCCESS
TXN000683,SUB00955,2025-06-04 02:00:00,499,UPI,FAILED
TXN000684,SUB00780,2025-06-08 22:00:00,299,Card,FAILED
TXN000685,SUB00845,2025-05-04 16:00:00,199,Retailer,SUCCESS
TXN000686,SUB00167,2025-02-25 01:00:00,299,UPI,SUCCESS
TXN000687,SUB00324,2025-02-24 06:00:00,199,Card,SUCCESS
TXN000688,SUB00271,2025-06-06 17:00:00,149,UPI,SUCCESS
TXN000689,SUB00870,2025-01-09 00:00:00,99,Card,SUCCESS
TXN000690,SUB00976,2025-04-30 11:00:00,199,Wallet,SUCCESS
TXN000691,SUB00356,2025-02-21 22:00:00,499,Retailer,SUCCESS
TXN000692,SUB00809,2025-01-23 13:00:00,149,Card,SUCCESS
TXN000693,SUB00083,2025-01-27 15:00:00,499,Card,FAILED
TXN000694,SUB00208,2025-01-14 06:00:00,499,Wallet,FAILED
TXN000695,SUB00168,2025-01-23 15:00:00,499,Card,SUCCESS
TXN000696,SUB00980,2025-02-27 21:00:00,149,UPI,FAILED
TXN000697,SUB00786,2025-01-14 23:00:00,199,UPI,FAILED
TXN000698,SUB00911,2025-06-26 16:00:00,399,Retailer,FAILED
TXN000699,SUB00081,2025-01-28 05:00:00,499,Wallet,FAILED
TXN000700,SUB00022,2025-03-19 09:00:00,399,Card,SUCCESS
TXN000701,SUB00408,2025-03-23 21:00:00,499,Retailer,SUCCESS
TXN000702,SUB00130,2025-01-24 03:00:00,149,Retailer,SUCCESS
TXN000703,SUB00720,2025-04-14 16:00:00,99,UPI,FAILED
TXN000704,SUB00544,2025-01-25 21:00:00,499,Retailer,SUCCESS
TXN000705,SUB00922,2025-04-20 07:00:00,199,Card,SUCCESS
TXN000706,SUB00342,2025-02-08 13:00:00,249,Card,FAILED
TXN000707,SUB00463,2025-01-30 02:00:00,99,Retailer,SUCCESS
TXN000708,SUB00959,2025-04-12 17:00:00,249,Retailer,SUCCESS
TXN000709,SUB00430,2025-03-20 03:00:00,199,Retailer,SUCCESS
TXN000710,SUB00359,2025-06-05 09:00:00,249,Wallet,SUCCESS
TXN000711,SUB00652,2025-04-30 09:00:00,149,Wallet,SUCCESS
TXN000712,SUB00326,2025-04-28 14:00:00,249,Retailer,FAILED
TXN000713,SUB00494,2025-02-26 21:00:00,499,Wallet,SUCCESS
TXN000714,SUB00398,2025-06-10 12:00:00,99,Card,FAILED
TXN000715,SUB00165,2025-06-21 20:00:00,149,Retailer,FAILED
TXN000716,SUB00849,2025-01-08 03:00:00,199,UPI,FAILED
TXN000717,SUB00362,2025-06-15 01:00:00,399,Retailer,FAILED
TXN000718,SUB00831,2025-01-20 11:00:00,399,UPI,FAILED
TXN000719,SUB00625,2025-04-08 23:00:00,399,Card,SUCCESS
TXN000720,SUB00229,2025-01-15 20:00:00,199,Retailer,SUCCESS
TXN000721,SUB00155,2025-03-28 22:00:00,299,Retailer,SUCCESS
TXN000722,SUB00719,2025-01-24 11:00:00,399,Wallet,FAILED
TXN000723,SUB00702,2025-06-11 07:00:00,149,Wallet,SUCCESS
TXN000724,SUB00403,2025-02-02 21:00:00,499,UPI,SUCCESS
TXN000725,SUB00190,2025-05-21 23:00:00,499,UPI,SUCCESS
TXN000726,SUB00737,2025-06-28 23:00:00,249,Retailer,SUCCESS
TXN000727,SUB00678,2025-02-19 00:00:00,299,UPI,SUCCESS
TXN000728,SUB00965,2025-01-22 20:00:00,299,Card,SUCCESS
TXN000729,SUB00954,2025-02-21 08:00:00,499,Card,SUCCESS
TXN000730,SUB00256,2025-03-24 13:00:00,299,UPI,FAILED
TXN000731,SUB00956,2025-05-14 15:00:00,249,Card,SUCCESS
TXN000732,SUB00499,2025-02-07 09:00:00,399,Wallet,SUCCESS
TXN000733,SUB00721,2025-04-19 14:00:00,249,Card,SUCCESS
TXN000734,SUB00820,2025-05-18 15:00:00,399,Wallet,SUCCESS
TXN000735,SUB00022,2025-06-08 13:00:00,199,Retailer,SUCCESS
TXN000736,SUB00134,2025-06-04 20:00:00,149,Card,SUCCESS
TXN000737,SUB00541,2025-03-02 23:00:00,199,Retailer,SUCCESS
TXN000738,SUB00619,2025-06-13 05:00:00,299,Wallet,SUCCESS
TXN000739,SUB00431,2025-06-22 05:00:00,299,UPI,FAILED
TXN000740,SUB00320,2025-03-31 08:00:00,299,Card,SUCCESS
TXN000741,SUB00144,2025-04-23 15:00:00,149,Card,SUCCESS
