cdr_id,subscriber_id,call_timestamp,call_type,duration_seconds,tower_circle,network_type,ingestion_batch
CDR001155,SUB00075,2025-05-25 05:15:00,Data,3095,Bihar,5G,BATCH_2
CDR001156,SUB00848,2025-03-09 13:03:00,SMS,185,UP West,4G,BATCH_1
CDR001157,SUB00744,2025-04-06 12:28:00,Data,3435,Gujarat,5G,BATCH_1
CDR001158,SUB00973,2025-05-11 13:41:00,Data,654,Gujarat,5G,BATCH_3
CDR001159,SUB00792,2025-01-20 13:38:00,Voice,1719,Karnataka,5G,BATCH_1
CDR001160,SUB00796,2025-02-07 20:02:00,SMS,1146,West Bengal,4G,BATCH_2
CDR001161,SUB00940,2025-03-29 09:53:00,Data,2489,UP West,4G,BATCH_2
CDR001162,SUB00396,2025-06-26 18:44:00,Data,2804,Andhra Pradesh,5G,BATCH_3
CDR001163,SUB00141,2025-05-01 10:05:00,Data,2015,UP West,5G,BATCH_3
CDR001164,SUB00065,2025-03-06 20:17:00,SMS,3592,UP East,5G,BATCH_3
CDR001165,SUB00950,2025-03-24 07:36:00,Voice,1437,UP East,3G,BATCH_2
CDR001166,SUB00422,2025-03-13 08:38:00,SMS,2753,Maharashtra,3G,BATCH_3
CDR001167,SUB00143,2025-06-26 09:12:00,Data,2819,Madhya Pradesh,5G,BATCH_3
CDR001168,SUB00210,2025-04-29 18:33:00,Voice,490,UP East,5G,BATCH_1
CDR001169,SUB00809,2025-06-12 10:11:00,Data,3326,Assam,4G,BATCH_1
CDR001170,SUB00735,2025-03-11 18:29:00,Data,1408,Kerala,4G,BATCH_3
CDR001171,SUB00128,2025-04-07 17:25:00,Voice,282,Haryana,4G,BATCH_2
CDR001172,SUB00564,2025-05-30 08:32:00,Data,1732,Haryana,4G,BATCH_1
CDR001173,SUB00644,2025-05-06 19:06:00,SMS,1800,West Bengal,4G,BATCH_1
CDR001174,SUB00126,2025-04-03 01:02:00,Voice,1146,Tamil Nadu,5G,BATCH_3
CDR001175,SUB00803,2025-01-25 23:43:00,SMS,849,Delhi,5G,BATCH_3
CDR001176,SUB00115,2025-03-28 19:46:00,SMS,1174,Bihar,3G,BATCH_1
CDR001177,SUB00619,2025-05-27 08:59:00,Data,1458,Gujarat,3G,BATCH_1
CDR001178,SUB00325,2025-02-26 05:51:00,SMS,842,Jammu & Kashmir,5G,BATCH_1
CDR001179,SUB00094,2025-05-27 23:39:00,SMS,3325,Assam,3G,BATCH_1
CDR001180,SUB00417,2025-02-26 07:29:00,Data,688,Punjab,3G,BATCH_2
CDR001181,SUB00245,2025-06-21 09:27:00,Data,3536,Andhra Pradesh,4G,BATCH_2
CDR001182,SUB00103,2025-01-21 13:45:00,SMS,1822,Kerala,5G,BATCH_2
CDR001183,SUB00769,2025-04-08 00:34:00,SMS,850,Maharashtra,4G,BATCH_2
CDR001184,SUB00537,2025-03-29 10:01:00,SMS,2088,Andhra Pradesh,4G,BATCH_2
CDR001185,SUB00382,2025-02-06 22:04:00,Data,3438,Maharashtra,4G,BATCH_1
CDR001186,SUB00213,2025-02-25 10:22:00,SMS,1132,Gujarat,5G,BATCH_2
CDR001187,SUB00389,2025-06-03 15:01:00,Data,2317,Gujarat,5G,BATCH_3
CDR001188,SUB00731,2025-01-06 12:36:00,SMS,1482,West Bengal,3G,BATCH_2
CDR001189,SUB00457,2025-04-19 02:27:00,SMS,1436,Gujarat,4G,BATCH_2
CDR001190,SUB00267,2025-05-03 05:10:00,Voice,3506,Himachal Pradesh,5G,BATCH_3
CDR001191,SUB00830,2025-02-20 01:24:00,SMS,206,Gujarat,3G,BATCH_3
CDR001192,SUB00095,2025-06-07 22:35:00,Voice,1035,Karnataka,5G,BATCH_2
CDR001193,SUB00301,2025-02-06 13:17:00,Voice,948,Bihar,4G,BATCH_1
CDR001194,SUB00238,2025-01-24 19:03:00,Data,2691,Punjab,4G,BATCH_3
CDR001195,SUB00434,2025-02-12 07:01:00,Voice,2478,Karnataka,3G,BATCH_1
CDR001196,SUB00802,2025-02-15 17:07:00,SMS,2276,Madhya Pradesh,5G,BATCH_1
CDR001197,SUB00955,2025-02-17 07:50:00,Voice,1343,Punjab,4G,BATCH_3
CDR001198,SUB00513,2025-05-10 01:25:00,Voice,694,Delhi,4G,BATCH_1
CDR001199,SUB00248,2025-06-05 11:36:00,SMS,1904,Gujarat,4G,BATCH_1
CDR001200,SUB00731,2025-03-05 05:40:00,Data,3100,Delhi,3G,BATCH_2
CDR001201,SUB00295,2025-04-28 16:51:00,SMS,2785,West Bengal,5G,BATCH_3
CDR001202,SUB00911,2025-05-15 14:41:00,Data,1459,Andhra Pradesh,5G,BATCH_3
CDR001203,SUB00415,2025-03-06 16:59:00,SMS,693,North East,4G,BATCH_1
CDR001204,SUB00212,2025-01-19 19:23:00,SMS,483,Andhra Pradesh,4G,BATCH_2
CDR001205,SUB00383,2025-01-07 10:31:00,Voice,3083,Mumbai,3G,BATCH_2
CDR001206,SUB00769,2025-02-07 14:55:00,Data,3247,Kerala,5G,BATCH_2
CDR001207,SUB00146,2025-01-05 07:57:00,SMS,1045,Assam,4G,BATCH_2
CDR001208,SUB00381,2025-02-22 14:08:00,SMS,220,Gujarat,3G,BATCH_3
CDR001209,SUB00303,2025-04-06 01:22:00,SMS,1593,Telangana,4G,BATCH_1
CDR001210,SUB00364,2025-05-12 17:30:00,Voice,3567,Assam,3G,BATCH_2
CDR001211,SUB00318,2025-05-10 05:00:00,Voice,607,Jammu & Kashmir,4G,BATCH_1
CDR001211,SUB00318,2025-05-10 05:00:00,Voice,607,Jammu & Kashmir,4G,BATCH_4
CDR001212,SUB00224,2025-06-11 16:23:00,Voice,1846,West Bengal,4G,BATCH_3
CDR001213,SUB00637,2025-03-25 09:23:00,Voice,3291,North East,5G,BATCH_1
CDR001214,SUB00777,2025-05-05 13:48:00,Data,158,Maharashtra,5G,BATCH_3
CDR001215,SUB00519,2025-01-18 04:59:00,SMS,1362,Maharashtra,5G,BATCH_2
CDR001216,SUB00651,2025-03-10 04:09:00,Voice,391,Andhra Pradesh,4G,BATCH_2
CDR001217,SUB00043,2025-01-12 09:00:00,Voice,806,Bihar,5G,BATCH_1
CDR001218,SUB00846,2025-02-08 13:35:00,Data,1055,Haryana,3G,BATCH_1
CDR001219,SUB00039,2025-03-09 23:30:00,Voice,907,Odisha,3G,BATCH_3
CDR001220,SUB00082,2025-06-21 14:51:00,SMS,2536,Madhya Pradesh,4G,BATCH_2
CDR001221,SUB00562,2025-03-26 20:42:00,SMS,2167,Kerala,5G,BATCH_3
CDR001222,SUB00604,2025-05-14 21:17:00,Data,3197,Gujarat,3G,BATCH_1
CDR001223,SUB00279,2025-03-26 16:19:00,SMS,2976,West Bengal,3G,BATCH_3
CDR001224,SUB00884,2025-03-07 03:52:00,Voice,2283,Gujarat,3G,BATCH_1
CDR001225,SUB00157,2025-01-26 22:34:00,Data,1496,Bihar,5G,BATCH_2
CDR001226,SUB00340,2025-03-18 02:15:00,Voice,2562,Assam,5G,BATCH_1
CDR001227,SUB00949,2025-01-15 13:25:00,SMS,640,Bihar,4G,BATCH_1
CDR001228,SUB00380,2025-01-31 09:15:00,SMS,2024,West Bengal,5G,BATCH_1
CDR001229,SUB00870,2025-03-02 09:15:00,Data,3305,Punjab,4G,BATCH_1
CDR001230,SUB00608,2025-04-07 02:06:00,Voice,347,Mumbai,3G,BATCH_3
CDR001231,SUB00919,2025-01-24 22:41:00,Voice,220,Mumbai,4G,BATCH_1
CDR001231,SUB00919,2025-01-24 22:41:00,Voice,220,Mumbai,4G,BATCH_4
CDR001232,SUB00299,2025-04-04 21:43:00,Data,1473,Maharashtra,5G,BATCH_1
CDR001232,SUB00299,2025-04-04 21:43:00,Data,1473,Maharashtra,5G,BATCH_4
CDR001233,SUB00915,2025-03-21 10:06:00,Voice,2397,Karnataka,3G,BATCH_3
CDR001233,SUB00915,2025-03-21 10:06:00,Voice,2397,Karnataka,3G,BATCH_4
CDR001234,SUB00945,2025-02-19 05:57:00,SMS,3385,Assam,3G,BATCH_2
CDR001235,SUB00631,2025-05-15 02:53:00,Data,1175,Kerala,3G,BATCH_2
CDR001236,SUB00267,2025-02-10 20:49:00,Data,2118,Tamil Nadu,4G,BATCH_3
CDR001237,SUB00291,2025-01-09 12:54:00,SMS,2733,Punjab,5G,BATCH_2
CDR001238,SUB00368,2025-05-11 09:18:00,Data,2900,West Bengal,4G,BATCH_1
CDR001239,SUB00868,2025-03-21 21:20:00,Voice,995,Odisha,3G,BATCH_3
CDR001240,SUB00082,2025-01-16 18:56:00,Voice,614,Tamil Nadu,4G,BATCH_1
CDR001241,SUB00076,2025-03-14 10:44:00,SMS,2382,Gujarat,5G,BATCH_2
CDR001242,SUB00126,2025-06-14 21:42:00,Data,2997,Himachal Pradesh,4G,BATCH_3
CDR001243,SUB00485,2025-06-17 01:23:00,Voice,1610,Haryana,4G,BATCH_1
CDR001243,SUB00485,2025-06-17 01:23:00,Voice,1610,Haryana,4G,BATCH_4
CDR001244,SUB00862,2025-03-06 12:11:00,SMS,1908,Maharashtra,4G,BATCH_3
CDR001245,SUB00461,2025-02-04 10:47:00,Data,1739,Maharashtra,4G,BATCH_3
CDR001246,SUB00189,2025-01-02 05:16:00,SMS,391,Assam,4G,BATCH_1
CDR001246,SUB00189,2025-01-02 05:16:00,SMS,391,Assam,4G,BATCH_4
CDR001247,SUB00144,2025-03-03 16:38:00,SMS,1148,Haryana,5G,BATCH_1
CDR001248,SUB00790,2025-01-03 20:23:00,Data,1414,Andhra Pradesh,4G,BATCH_2
CDR001248,SUB00790,2025-01-03 20:23:00,Data,1414,Andhra Pradesh,4G,BATCH_4
CDR001249,SUB00495,2025-05-09 06:13:00,Voice,1371,Maharashtra,5G,BATCH_3
CDR001250,SUB00281,2025-05-16 12:56:00,Data,2428,Andhra Pradesh,5G,BATCH_1
CDR001251,SUB00973,2025-01-11 14:46:00,Data,2251,UP East,5G,BATCH_2
CDR001251,SUB00973,2025-01-11 14:46:00,Data,2251,UP East,5G,BATCH_4
CDR001252,SUB00341,2025-01-05 13:37:00,Data,3253,Karnataka,4G,BATCH_2
CDR001253,SUB00937,2025-06-05 18:14:00,SMS,3429,Himachal Pradesh,3G,BATCH_2
CDR001254,SUB00913,2025-06-16 01:52:00,Voice,2747,Himachal Pradesh,4G,BATCH_2
CDR001255,SUB00544,2025-02-28 01:14:00,SMS,988,West Bengal,3G,BATCH_2
CDR001255,SUB00544,2025-02-28 01:14:00,SMS,988,West Bengal,3G,BATCH_4
CDR001256,SUB00078,2025-03-12 17:52:00,Data,1717,Mumbai,5G,BATCH_3
CDR001257,SUB00656,2025-03-20 19:42:00,Voice,2044,Himachal Pradesh,3G,BATCH_3
CDR001258,SUB00295,2025-01-30 07:59:00,SMS,2306,UP West,3G,BATCH_3
CDR001259,SUB00015,2025-06-25 13:05:00,SMS,2659,Gujarat,4G,BATCH_1
CDR001260,SUB00954,2025-03-08 05:42:00,SMS,2761,Rajasthan,4G,BATCH_1
CDR001261,SUB00209,2025-02-11 11:06:00,SMS,1277,Jammu & Kashmir,5G,BATCH_3
CDR001262,SUB00079,2025-02-09 03:54:00,Voice,991,Karnataka,4G,BATCH_1
CDR001263,SUB00463,2025-03-28 03:32:00,Data,1915,North East,3G,BATCH_2
CDR001264,SUB00285,2025-01-22 11:50:00,Voice,1456,Punjab,4G,BATCH_1
CDR001265,SUB00257,2025-01-05 19:51:00,Voice,269,Punjab,3G,BATCH_2
CDR001266,SUB00835,2025-06-26 17:12:00,SMS,3111,Telangana,4G,BATCH_1
CDR001267,SUB00399,2025-04-21 03:51:00,Data,3187,West Bengal,3G,BATCH_1
CDR001268,SUB00653,2025-05-04 18:47:00,Data,284,Gujarat,5G,BATCH_2
CDR001269,SUB00469,2025-04-10 10:41:00,SMS,825,Delhi,3G,BATCH_2
CDR001270,SUB00585,2025-04-01 00:42:00,SMS,2667,UP West,4G,BATCH_3
CDR001271,SUB00993,2025-03-22 14:05:00,Voice,3463,Tamil Nadu,5G,BATCH_3
CDR001272,SUB00120,2025-06-01 04:30:00,SMS,2277,Jammu & Kashmir,5G,BATCH_2
CDR001273,SUB00831,2025-01-09 20:20:00,Voice,1288,Jammu & Kashmir,4G,BATCH_2
CDR001273,SUB00831,2025-01-09 20:20:00,Voice,1288,Jammu & Kashmir,4G,BATCH_4
CDR001274,SUB00110,2025-01-15 09:42:00,Voice,2860,Rajasthan,4G,BATCH_1
CDR001275,SUB00871,2025-04-16 02:33:00,SMS,317,Assam,4G,BATCH_3
CDR001276,SUB00024,2025-01-07 09:20:00,Voice,2925,Karnataka,3G,BATCH_3
CDR001277,SUB00873,2025-01-26 11:07:00,Voice,1092,UP West,4G,BATCH_1
CDR001278,SUB00218,2025-05-30 02:14:00,Voice,1142,UP East,5G,BATCH_3
CDR001279,SUB00082,2025-05-21 18:55:00,Data,2246,UP East,5G,BATCH_3
CDR001280,SUB00917,2025-04-14 01:19:00,SMS,390,Maharashtra,4G,BATCH_2
CDR001281,SUB00141,2025-01-18 03:37:00,Voice,447,Assam,3G,BATCH_2
CDR001282,SUB00416,2025-05-19 03:16:00,Voice,2430,Jammu & Kashmir,3G,BATCH_1
CDR001283,SUB00190,2025-06-16 18:44:00,Voice,2593,Mumbai,4G,BATCH_1
CDR001284,SUB00130,2025-02-13 23:52:00,Data,2097,Gujarat,4G,BATCH_1
CDR001285,SUB00897,2025-03-11 18:50:00,Data,3189,Haryana,4G,BATCH_3
CDR001286,SUB00441,2025-02-24 19:42:00,SMS,798,North East,4G,BATCH_2
CDR001287,SUB00998,2025-06-01 13:58:00,Data,1188,Rajasthan,3G,BATCH_3
CDR001288,SUB00128,2025-06-30 13:16:00,Data,2489,Assam,3G,BATCH_1
CDR001289,SUB00196,2025-03-06 22:08:00,Data,765,Telangana,5G,BATCH_1
CDR001290,SUB00255,2025-02-03 22:02:00,Voice,1033,Delhi,5G,BATCH_1
CDR001291,SUB00137,2025-02-25 08:07:00,Data,21,Telangana,3G,BATCH_3
CDR001292,SUB00713,2025-01-04 13:06:00,SMS,855,Odisha,3G,BATCH_1
CDR001293,SUB00805,2025-02-01 11:20:00,SMS,1561,Maharashtra,5G,BATCH_3
CDR001294,SUB00680,2025-02-21 20:09:00,Voice,1604,Madhya Pradesh,3G,BATCH_3
CDR001295,SUB00679,2025-03-04 15:31:00,SMS,1801,Delhi,4G,BATCH_1
CDR001296,SUB00163,2025-01-16 01:47:00,SMS,2157,UP East,3G,BATCH_2
CDR001297,SUB00295,2025-02-06 09:17:00,Voice,1755,Mumbai,4G,BATCH_3
CDR001298,SUB00466,2025-03-31 09:41:00,Voice,1850,Haryana,5G,BATCH_2
CDR001299,SUB00987,2025-04-10 08:10:00,SMS,913,Odisha,3G,BATCH_1
CDR001300,SUB00661,2025-05-05 12:14:00,Data,2097,Telangana,3G,BATCH_1
CDR001301,SUB00380,2025-05-14 08:44:00,Voice,1123,Maharashtra,5G,BATCH_2
CDR001302,SUB00021,2025-01-17 18:56:00,Voice,998,UP East,4G,BATCH_1
CDR001303,SUB00685,2025-05-23 19:36:00,Data,759,Telangana,4G,BATCH_3
CDR001303,SUB00685,2025-05-23 19:36:00,Data,759,Telangana,4G,BATCH_4
CDR001304,SUB00982,2025-01-06 10:49:00,Data,3162,Jammu & Kashmir,4G,BATCH_3
CDR001305,SUB00493,2025-02-19 05:06:00,Data,1264,Bihar,4G,BATCH_3
CDR001306,SUB00601,2025-02-21 20:25:00,Data,3458,Andhra Pradesh,5G,BATCH_3
CDR001307,SUB00390,2025-05-01 19:12:00,Voice,1340,Delhi,4G,BATCH_2
CDR001308,SUB00247,2025-05-17 10:31:00,Voice,1774,Jammu & Kashmir,3G,BATCH_3
CDR001309,SUB00579,2025-02-05 07:26:00,Voice,849,Odisha,4G,BATCH_3
CDR001310,SUB00075,2025-01-27 21:35:00,SMS,2952,Kerala,3G,BATCH_3
CDR001311,SUB00380,2025-01-25 01:16:00,Voice,2416,Bihar,3G,BATCH_2
CDR001312,SUB00912,2025-04-26 06:05:00,SMS,979,Andhra Pradesh,3G,BATCH_1
CDR001313,SUB00811,2025-06-03 17:47:00,Data,3126,Gujarat,3G,BATCH_2
CDR001314,SUB00555,2025-02-12 21:48:00,Data,2994,Mumbai,4G,BATCH_1
CDR001315,SUB00909,2025-03-26 03:05:00,Data,2397,Gujarat,5G,BATCH_2
CDR001315,SUB00909,2025-03-26 03:05:00,Data,2397,Gujarat,5G,BATCH_4
CDR001316,SUB00714,2025-03-31 11:48:00,SMS,2288,Punjab,3G,BATCH_3
CDR001317,SUB00643,2025-05-27 00:42:00,SMS,798,Punjab,3G,BATCH_1
CDR001318,SUB00751,2025-02-15 06:52:00,Voice,819,Kerala,4G,BATCH_2
CDR001319,SUB00461,2025-02-27 19:08:00,Voice,492,Haryana,4G,BATCH_3
CDR001320,SUB00780,2025-03-18 21:27:00,Voice,2827,Karnataka,3G,BATCH_2
CDR001321,SUB00176,2025-04-06 01:34:00,Voice,2813,Bihar,3G,BATCH_1
CDR001322,SUB00217,2025-01-19 04:26:00,Voice,1790,Gujarat,5G,BATCH_1
CDR001323,SUB00533,2025-05-23 21:33:00,Data,2408,UP West,4G,BATCH_1
CDR001324,SUB00609,2025-05-17 21:36:00,Voice,1849,Bihar,3G,BATCH_3
CDR001325,SUB00456,2025-03-13 10:16:00,Data,887,Mumbai,3G,BATCH_2
CDR001326,SUB00792,2025-05-18 14:59:00,Voice,3592,Himachal Pradesh,3G,BATCH_3
CDR001327,SUB00056,2025-02-28 23:44:00,Data,3520,Tamil Nadu,5G,BATCH_2
CDR001328,SUB00666,2025-05-29 22:47:00,Voice,226,North East,3G,BATCH_3
CDR001329,SUB00819,2025-02-02 07:58:00,Voice,2092,Andhra Pradesh,5G,BATCH_1
CDR001330,SUB00566,2025-01-22 10:33:00,Data,393,Rajasthan,4G,BATCH_2
CDR001331,SUB00848,2025-02-15 01:27:00,SMS,3492,Haryana,3G,BATCH_1
CDR001332,SUB00092,2025-05-13 04:39:00,SMS,302,Bihar,5G,BATCH_3
CDR001333,SUB00756,2025-03-24 14:10:00,Data,1141,UP West,3G,BATCH_1
CDR001334,SUB00799,2025-01-07 21:44:00,Voice,3544,Mumbai,3G,BATCH_2
CDR001335,SUB00761,2025-06-13 18:05:00,Voice,2827,Haryana,4G,BATCH_1
CDR001336,SUB00916,2025-05-18 20:23:00,Voice,3235,Telangana,5G,BATCH_3
CDR001336,SUB00916,2025-05-18 20:23:00,Voice,3235,Telangana,5G,BATCH_4
CDR001337,SUB00154,2025-04-01 10:24:00,Data,481,North East,5G,BATCH_2
CDR001338,SUB00268,2025-02-10 02:34:00,Voice,2469,Maharashtra,5G,BATCH_3
CDR001339,SUB00503,2025-05-14 02:09:00,Voice,3386,UP East,5G,BATCH_3
CDR001340,SUB00322,2025-04-08 15:02:00,Data,1790,Odisha,3G,BATCH_1
CDR001341,SUB00003,2025-06-19 08:56:00,Voice,1557,Madhya Pradesh,5G,BATCH_2
CDR001342,SUB00742,2025-05-13 08:33:00,Voice,1669,West Bengal,5G,BATCH_1
CDR001343,SUB00153,2025-03-10 16:14:00,SMS,1523,Maharashtra,3G,BATCH_2
CDR001344,SUB00175,2025-05-28 12:46:00,Voice,2273,Delhi,5G,BATCH_2
CDR001345,SUB00213,2025-03-03 13:38:00,Data,2296,Odisha,5G,BATCH_2
CDR001346,SUB00018,2025-06-09 20:54:00,Data,766,Kerala,3G,BATCH_1
CDR001347,SUB00049,2025-02-01 12:16:00,Data,518,Jammu & Kashmir,5G,BATCH_3
CDR001347,SUB00049,2025-02-01 12:16:00,Data,518,Jammu & Kashmir,5G,BATCH_4
CDR001348,SUB00641,2025-03-08 20:11:00,Data,1950,Assam,3G,BATCH_3
CDR001349,SUB00736,2025-02-18 16:41:00,Voice,1647,Rajasthan,3G,BATCH_1
CDR001350,SUB00145,2025-06-28 12:39:00,Data,1218,Punjab,5G,BATCH_3
CDR001351,SUB00683,2025-03-20 13:19:00,Voice,94,Gujarat,4G,BATCH_3
CDR001352,SUB00740,2025-05-16 13:13:00,Voice,1278,Rajasthan,3G,BATCH_2
CDR001353,SUB00842,2025-04-10 09:40:00,SMS,651,Madhya Pradesh,4G,BATCH_2
CDR001354,SUB00044,2025-02-17 12:50:00,Voice,2963,Maharashtra,4G,BATCH_2
CDR001355,SUB00192,2025-03-17 06:55:00,Data,105,Maharashtra,3G,BATCH_2
CDR001356,SUB00422,2025-03-13 09:32:00,Data,3347,North East,5G,BATCH_1
CDR001357,SUB00749,2025-01-28 11:15:00,Data,2866,North East,5G,BATCH_1
CDR001358,SUB00283,2025-03-26 23:08:00,SMS,2508,Delhi,5G,BATCH_3
CDR001359,SUB00297,2025-06-25 20:03:00,SMS,988,Haryana,3G,BATCH_1
CDR001360,SUB00844,2025-04-01 06:53:00,Data,1065,Himachal Pradesh,4G,BATCH_3
CDR001361,SUB00746,2025-02-26 04:51:00,Voice,378,Tamil Nadu,5G,BATCH_3
CDR001362,SUB00478,2025-02-01 17:03:00,Data,823,Gujarat,5G,BATCH_1
CDR001363,SUB00203,2025-05-07 06:08:00,SMS,2647,UP West,3G,BATCH_1
CDR001364,SUB00876,2025-01-09 23:04:00,Voice,3082,Andhra Pradesh,5G,BATCH_2
CDR001365,SUB00336,2025-04-10 03:29:00,Data,3525,Bihar,5G,BATCH_3
CDR001366,SUB00914,2025-01-03 00:58:00,Voice,864,Mumbai,3G,BATCH_3
CDR001367,SUB00798,2025-04-17 03:35:00,Voice,3440,Andhra Pradesh,5G,BATCH_1
CDR001368,SUB00387,2025-03-27 15:40:00,Data,2047,Rajasthan,5G,BATCH_2
CDR001369,SUB00611,2025-01-31 23:58:00,SMS,22,Andhra Pradesh,5G,BATCH_1
CDR001370,SUB00625,2025-03-30 04:56:00,Voice,322,UP East,5G,BATCH_1
CDR001371,SUB00892,2025-05-15 20:49:00,Data,1184,Tamil Nadu,5G,BATCH_2
CDR001372,SUB00407,2025-05-16 15:21:00,Voice,2412,Kerala,4G,BATCH_1
CDR001373,SUB00741,2025-02-10 06:38:00,Data,2081,Kerala,3G,BATCH_1
CDR001374,SUB00344,2025-03-28 13:04:00,Voice,1055,Delhi,5G,BATCH_3
CDR001375,SUB00302,2025-02-03 16:34:00,SMS,3070,Delhi,4G,BATCH_3
CDR001375,SUB00302,2025-02-03 16:34:00,SMS,3070,Delhi,4G,BATCH_4
CDR001376,SUB00812,2025-03-28 07:31:00,SMS,1765,Bihar,5G,BATCH_1
CDR001377,SUB00099,2025-01-30 23:08:00,SMS,3206,Mumbai,3G,BATCH_1
CDR001378,SUB00057,2025-05-14 06:23:00,SMS,1639,Andhra Pradesh,3G,BATCH_1
CDR001379,SUB00702,2025-04-27 02:20:00,Data,881,Tamil Nadu,3G,BATCH_1
CDR001380,SUB00349,2025-04-02 01:52:00,SMS,2095,Jammu & Kashmir,3G,BATCH_2
CDR001381,SUB00498,2025-06-10 15:27:00,Data,2648,Kerala,5G,BATCH_1
CDR001382,SUB00852,2025-03-09 09:47:00,Voice,484,Gujarat,4G,BATCH_3
CDR001382,SUB00852,2025-03-09 09:47:00,Voice,484,Gujarat,4G,BATCH_4
CDR001383,SUB00541,2025-04-25 06:21:00,SMS,982,Assam,5G,BATCH_3
CDR001384,SUB00542,2025-02-04 13:02:00,Voice,967,Telangana,4G,BATCH_3
CDR001385,SUB00055,2025-01-27 21:23:00,SMS,2840,Mumbai,5G,BATCH_1
CDR001386,SUB00579,2025-05-29 22:04:00,SMS,1180,Himachal Pradesh,3G,BATCH_1
CDR001387,SUB00464,2025-03-07 18:51:00,Voice,1660,Andhra Pradesh,5G,BATCH_3
CDR001388,SUB00641,2025-04-18 19:36:00,SMS,3571,Maharashtra,4G,BATCH_3
CDR001389,SUB00778,2025-06-03 23:46:00,Data,2788,Odisha,3G,BATCH_3
CDR001390,SUB00549,2025-04-04 18:24:00,Data,2339,Gujarat,3G,BATCH_2
CDR001391,SUB00302,2025-01-06 16:56:00,SMS,2342,Andhra Pradesh,3G,BATCH_1
CDR001392,SUB00111,2025-02-17 07:18:00,Voice,3189,Bihar,4G,BATCH_3
CDR001393,SUB00961,2025-01-15 13:39:00,Data,104,Jammu & Kashmir,4G,BATCH_1
CDR001394,SUB00121,2025-04-28 13:57:00,Voice,2639,Odisha,3G,BATCH_3
CDR001395,SUB00576,2025-02-28 16:38:00,Voice,1344,Maharashtra,5G,BATCH_3
CDR001396,SUB00666,2025-03-04 16:08:00,Data,2308,Mumbai,4G,BATCH_1
CDR001397,SUB00984,2025-04-15 21:07:00,Voice,2857,Himachal Pradesh,5G,BATCH_2
CDR001398,SUB00563,2025-02-07 12:37:00,SMS,2240,Maharashtra,3G,BATCH_2
CDR001399,SUB00096,2025-05-21 12:36:00,SMS,1421,Bihar,5G,BATCH_1
CDR001400,SUB00222,2025-01-04 17:30:00,SMS,412,Maharashtra,5G,BATCH_1
CDR001401,SUB00827,2025-05-16 10:36:00,SMS,3083,Tamil Nadu,4G,BATCH_1
CDR001402,SUB00409,2025-05-19 04:15:00,Data,3271,UP East,5G,BATCH_2
CDR001403,SUB00042,2025-01-08 05:30:00,Voice,14,Mumbai,5G,BATCH_3
CDR001404,SUB00401,2025-04-10 02:03:00,Voice,3424,West Bengal,5G,BATCH_1
CDR001405,SUB00685,2025-02-19 19:21:00,Voice,206,Karnataka,4G,BATCH_3
CDR001406,SUB00664,2025-03-13 02:18:00,Data,2494,Karnataka,5G,BATCH_2
CDR001407,SUB00418,2025-02-15 20:33:00,Voice,3581,Himachal Pradesh,4G,BATCH_3
CDR001408,SUB00148,2025-01-13 23:23:00,Voice,2621,Rajasthan,4G,BATCH_1
CDR001409,SUB00452,2025-04-24 19:18:00,SMS,674,Delhi,5G,BATCH_2
CDR001410,SUB00744,2025-04-14 13:42:00,Voice,2452,Kerala,4G,BATCH_1
CDR001411,SUB00095,2025-05-06 23:40:00,SMS,1584,Delhi,3G,BATCH_3
CDR001412,SUB00617,2025-01-18 08:01:00,SMS,2156,Maharashtra,5G,BATCH_2
CDR001413,SUB00200,2025-02-20 06:29:00,Voice,375,Kerala,4G,BATCH_2
CDR001414,SUB00176,2025-02-21 11:58:00,SMS,455,Odisha,5G,BATCH_1
CDR001415,SUB00210,2025-02-12 21:06:00,Voice,2479,Punjab,3G,BATCH_2
CDR001416,SUB00769,2025-04-19 07:52:00,Data,2752,UP West,3G,BATCH_2
CDR001417,SUB00588,2025-03-30 12:07:00,Voice,903,Odisha,3G,BATCH_3
CDR001418,SUB00315,2025-03-09 18:03:00,Data,700,Himachal Pradesh,4G,BATCH_1
CDR001419,SUB00406,2025-03-17 16:02:00,Voice,1776,Rajasthan,4G,BATCH_1
CDR001420,SUB00210,2025-06-24 08:53:00,Voice,1641,Assam,5G,BATCH_1
CDR001421,SUB00927,2025-04-29 23:50:00,SMS,2743,North East,3G,BATCH_1
CDR001422,SUB00854,2025-02-11 20:05:00,SMS,3371,Himachal Pradesh,5G,BATCH_1
CDR001423,SUB00199,2025-03-08 16:59:00,SMS,712,Himachal Pradesh,5G,BATCH_2
CDR001424,SUB00504,2025-06-25 19:28:00,Voice,3114,Bihar,3G,BATCH_3
CDR001425,SUB00118,2025-05-12 05:34:00,Data,1314,Bihar,3G,BATCH_2
CDR001426,SUB00769,2025-04-26 23:01:00,SMS,3227,Himachal Pradesh,5G,BATCH_3
CDR001427,SUB00413,2025-06-24 03:29:00,SMS,2877,Delhi,4G,BATCH_2
CDR001428,SUB00415,2025-05-13 04:55:00,Voice,1505,Mumbai,4G,BATCH_3
CDR001429,SUB00675,2025-02-13 05:14:00,Data,1440,UP West,5G,BATCH_1
CDR001430,SUB00403,2025-06-23 21:23:00,Voice,3193,UP West,5G,BATCH_2
